InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV15838,2025-03-09,S12,P9509,Shoes,3,558,20.0,322.63558639052036,New,Cash
INV15839,2024-05-04,S14,P3973,Clothing,3,2161,0.0,1695.498855875552,New,Digital
INV15840,2025-10-12,S16,P4039,Clothing,4,2965,20.0,2105.382036214156,New,Card
INV15841,2024-09-18,S35,P8534,Clothing,1,2603,30.0,1575.588110462503,New,Cash
INV15842,2024-02-04,S36,P3266,Shoes,2,2340,0.0,1821.0425409187994,Returning,Cash
INV15843,2025-01-06,S40,P8749,Clothing,3,1147,10.0,731.3742865794192,New,Card
INV15844,2025-03-13,S15,P7614,Accessories,4,2965,10.0,1861.8997667471108,New,Digital
INV15845,2025-01-19,S32,P4150,Shoes,2,1827,,1179.7512645071984,Returning,Digital
INV15846,2024-01-15,S13,P3166,Accessories,3,1489,20.0,751.298710085058,,Card
INV15847,2024-08-07,S17,P6253,Shoes,1,1357,20.0,921.3093999414305,New,Cash
INV15848,2024-06-15,S06,P3832,Clothing,3,536,10.0,385.68391160064556,New,Digital
INV15849,2024-12-14,S11,P9432,Shoes,4,2552,0.0,1998.716129167866,New,Cash
INV15850,2025-07-23,S50,P3383,Shoes,3,1060,0.0,665.6148126343699,New,Cash
INV15851,2024-10-28,S42,P8677,Shoes,1,2352,20.0,1561.1646305109637,Returning,Cash
INV15852,2024-08-23,S04,P4491,Shoes,3,2193,0.0,1427.613750596663,New,Card
INV15853,2025-05-05,S27,P7042,Clothing,2,583,20.0,343.5476804794754,Returning,Card
INV15854,2024-09-16,S21,P2661,Clothing,2,2992,0.0,1910.9793849144833,Returning,Digital
INV15855,2024-01-24,S40,P3133,Accessories,3,1752,0.0,1092.5405283414298,New,Cash
INV15856,2025-08-11,S36,P7570,Shoes,3,1054,20.0,660.628085996493,New,Digital
INV15857,2024-08-28,S27,P1846,Accessories,4,1023,0.0,647.2208858489307,Returning,Cash
INV15858,2024-11-02,S02,P2055,Clothing,1,2214,20.0,1405.9044644896226,New,Digital
INV15859,2025-11-10,S45,P1300,Accessories,3,1736,,1217.1169621587499,Returning,Digital
INV15860,2024-01-23,S14,P2964,Clothing,3,1428,10.0,785.2518873785839,Returning,Cash
INV15861,2024-08-17,S36,P1902,Shoes,3,2077,10.0,1050.6525088637368,New,Digital
INV15862,2025-08-20,S33,P7233,Shoes,2,1277,0.0,723.1643563657907,Returning,Digital
INV15863,2025-03-04,S20,P9745,Clothing,4,1494,0.0,760.680318072749,New,Card
INV15864,2025-10-17,S38,P6022,Clothing,1,1577,0.0,882.9157221905907,New,Card
INV15865,2025-06-02,S07,P7245,Shoes,2,2274,,1179.547614201462,Returning,Card
INV15866,2025-07-04,S20,P1774,Shoes,3,2789,0.0,2022.4036984084353,Returning,Digital
INV15867,2025-01-16,S43,P6326,Clothing,3,1436,10.0,819.295896485694,Returning,Digital
INV15868,2025-12-08,S09,P7695,Accessories,4,1105,0.0,672.9200510157509,New,Cash
INV15869,2025-01-31,S45,P9479,Accessories,3,2155,0.0,1584.690051774753,New,Card
INV15870,2024-11-29,S16,P2326,Accessories,4,712,,538.7626339039475,New,Digital
INV15871,2024-11-02,S45,P8827,Accessories,4,2834,0.0,2053.724775335987,New,Digital
INV15872,2024-10-08,S29,P2301,Clothing,4,2362,0.0,1346.5021204495713,Returning,Card
INV15873,2024-01-26,S42,P3541,Clothing,2,2557,,1472.7616785757916,Returning,Card
INV15874,2025-03-12,S15,P2661,Accessories,4,1402,10.0,975.6362849504172,New,Cash
INV15875,2024-11-08,S15,P7212,Clothing,1,1363,0.0,1008.8949493710288,,Card
INV15876,2025-12-02,S25,P2758,Clothing,1,2414,20.0,1309.8575079749005,Returning,Card
INV15877,2025-03-04,S34,P8624,Accessories,3,962,0.0,637.9974835471677,Returning,Cash
INV15878,2024-02-04,S07,P3254,Clothing,1,988,20.0,672.7096858546811,New,Cash
INV15879,2025-04-17,S16,P1230,Clothing,1,880,0.0,603.1333175913364,Returning,Cash
INV15880,2025-03-13,S39,P5746,Shoes,1,2075,0.0,1037.570706329904,New,Card
INV15881,2025-06-01,S15,P4593,Shoes,1,1425,30.0,803.6606043208362,New,Cash
INV15882,2025-06-10,S28,P4860,Clothing,2,2680,10.0,1846.2786065685775,Returning,Card
INV15883,2025-10-05,S21,P5162,Shoes,4,1586,10.0,937.0522972594022,,Card
INV15884,2025-02-25,S34,P7481,Clothing,4,989,0.0,501.7916282508672,New,Card
INV15885,2025-01-28,S32,P1990,Accessories,2,1884,0.0,1106.7094517466776,New,Cash
INV15886,2025-02-10,S19,P6097,Clothing,2,1955,0.0,1394.5654179921744,New,Cash
INV15887,2024-11-29,S48,P3247,Clothing,2,681,0.0,447.87102854807443,New,Digital
INV15888,2024-10-19,S50,P8179,Shoes,2,900,,463.7419488988371,New,Cash
INV15889,2025-09-02,S27,P8759,Accessories,2,1302,10.0,986.0720105048837,,Cash
INV15890,2024-08-05,S29,P5468,Shoes,4,1469,0.0,969.4158201357094,Returning,Card
INV15891,2025-04-13,S25,P7934,Accessories,3,2312,0.0,1380.457787879403,Returning,Cash
INV15892,2025-09-05,S26,P3554,Shoes,2,1811,0.0,1121.8197387960354,Returning,Cash
INV15893,2024-08-31,S27,P6171,Shoes,1,1410,,1049.6380721464266,,Digital
INV15894,2024-05-08,S48,P8815,Accessories,3,1480,10.0,871.4606641658347,,Cash
INV15895,2024-03-28,S04,P4661,Clothing,4,2147,20.0,1593.6190011631857,New,Card
INV15896,2024-07-31,S44,P8618,Shoes,3,1989,30.0,1243.8054629252858,Returning,Card
INV15897,2025-05-16,S38,P3779,Clothing,1,2183,10.0,1340.9437983072887,Returning,Cash
INV15898,2024-04-01,S05,P3197,Clothing,2,687,20.0,545.3372006599842,Returning,Digital
INV15899,2025-12-22,S30,P7133,Shoes,2,2971,10.0,2016.7141648710117,New,Cash
INV15900,2025-01-09,S22,P4782,Accessories,1,2638,20.0,1774.1650012801463,Returning,Digital
INV15901,2024-06-28,S24,P1850,Shoes,1,2246,10.0,1288.0101532660433,Returning,Cash
INV15902,2025-06-15,S49,P8593,Clothing,3,2360,0.0,1617.726091375749,,Digital
INV15903,2025-11-04,S03,P9069,Shoes,2,616,20.0,400.856859169048,Returning,Card
INV15904,2024-09-06,S20,P5747,Clothing,2,943,20.0,509.18078747397027,Returning,Card
INV15905,2024-08-08,S27,P4170,Clothing,1,1577,30.0,833.1029581797808,Returning,Card
INV15906,2024-11-22,S41,P6337,Accessories,4,2678,0.0,1506.2616479912358,New,Card
INV15907,2025-08-27,S02,P3740,Clothing,1,1562,0.0,1248.2896991443592,Returning,Cash
INV15908,2024-12-29,S40,P5508,Shoes,1,1928,30.0,1322.959906815077,Returning,Digital
INV15909,2025-04-13,S46,P9453,Shoes,1,2363,20.0,1241.9775159886665,Returning,Card
INV15910,2025-09-24,S32,P4442,Clothing,4,849,20.0,525.8434548571009,Returning,Cash
INV15911,2025-04-21,S38,P7198,Accessories,2,2099,0.0,1066.3209076373746,,Digital
INV15912,2025-09-24,S46,P2545,Clothing,2,2942,20.0,1963.2392240815298,New,Digital
INV15913,2025-01-19,S14,P2434,Shoes,4,1235,10.0,646.6640304920376,New,Cash
INV15914,2025-02-05,S39,P7204,Clothing,3,2957,0.0,1984.108363192669,,Digital
INV15915,2025-11-28,S15,P7516,Accessories,4,933,,602.5918227544634,,Cash
INV15916,2024-06-18,S46,P3863,Accessories,2,2999,20.0,1804.8699567916726,New,Digital
INV15917,2024-10-31,S08,P2019,Clothing,1,747,0.0,475.1086484739162,Returning,Card
INV15918,2024-08-12,S28,P9813,Shoes,1,1628,0.0,1209.6368856756399,Returning,Cash
INV15919,2025-12-26,S37,P2554,Shoes,3,2727,20.0,1562.5290739332677,New,Cash
INV15920,2025-11-03,S09,P8140,Clothing,4,2953,0.0,2246.4680203855933,Returning,Cash
INV15921,2024-09-13,S24,P4477,Clothing,2,1308,0.0,737.8951232137985,,Card
INV15922,2024-11-04,S47,P8357,Accessories,3,543,,339.8441865927184,Returning,Cash
INV15923,2024-08-06,S38,P8036,Clothing,2,1896,0.0,1173.0722857478129,New,Card
INV15924,2024-02-26,S36,P2192,Shoes,4,2302,0.0,1211.4669019415146,,Card
INV15925,2025-12-27,S16,P6294,Shoes,2,597,0.0,332.89041578701864,Returning,Cash
INV15926,2025-03-13,S33,P9317,Accessories,3,2268,0.0,1539.6636935115,Returning,Card
INV15927,2025-10-26,S48,P8922,Shoes,3,1874,0.0,1167.6150263329134,New,Cash
INV15928,2025-07-21,S44,P2879,Clothing,1,1856,20.0,1379.2573764082586,Returning,Digital
INV15929,2024-07-03,S35,P5294,Clothing,2,2739,0.0,1598.4124094628967,Returning,Cash
INV15930,2025-07-14,S45,P9038,Accessories,4,877,0.0,439.532800701497,,Cash
INV15931,2025-07-01,S01,P3012,Shoes,3,1826,0.0,1330.860595457569,New,Digital
INV15932,2025-09-27,S21,P6530,Clothing,1,2723,10.0,1488.8834837555974,,Digital
INV15933,2025-05-19,S11,P8558,Shoes,3,2329,10.0,1605.9106203863435,New,Cash
INV15934,2024-09-24,S43,P1547,Accessories,2,2222,0.0,1684.49837215723,New,Cash
INV15935,2025-02-05,S04,P8812,Accessories,1,924,,501.2366396842978,New,Card
INV15936,2024-11-02,S05,P2047,Accessories,3,694,,531.7239638786173,Returning,Card
INV15937,2024-03-24,S41,P3556,Accessories,1,1021,10.0,727.4350355282172,New,Cash
INV15938,2025-10-11,S09,P9269,Clothing,2,2648,10.0,1442.063248915276,New,Digital
INV15939,2025-01-14,S35,P9688,Clothing,3,1647,30.0,832.8402880752759,Returning,Cash
INV15940,2024-04-15,S20,P4981,Accessories,1,1287,0.0,948.1395875196129,,Card
INV15941,2025-07-30,S12,P5663,Clothing,1,644,0.0,400.17042086115305,Returning,Card
INV15942,2024-04-17,S23,P5895,Shoes,4,2563,,1358.8696004771134,New,Card
INV15943,2025-06-13,S40,P5520,Shoes,1,1943,,1281.7212677511118,New,Card
INV15944,2025-12-09,S28,P7428,Accessories,2,1093,10.0,767.2597425567889,New,Digital
INV15945,2025-06-19,S34,P1842,Accessories,3,2921,20.0,1535.4240667730348,New,Digital
INV15946,2025-11-15,S17,P5238,Shoes,4,784,,453.1164741015339,New,Card
INV15947,2024-05-08,S05,P1840,Shoes,4,1098,0.0,711.2215426044196,Returning,Cash
INV15948,2024-08-25,S44,P7549,Shoes,4,1046,10.0,715.3715961663102,Returning,Cash
INV15949,2024-09-15,S18,P5493,Accessories,2,1236,30.0,684.0686198665322,New,Digital
INV15950,2025-05-08,S20,P7058,Accessories,2,589,30.0,341.64125390861295,New,Cash
INV15951,2025-11-09,S42,P2660,Shoes,4,1290,30.0,798.0505251393191,,Digital
INV15952,2024-09-23,S22,P3004,Accessories,2,2488,20.0,1384.9992309049824,New,Card
INV15953,2025-05-12,S26,P6711,Shoes,2,846,20.0,639.2000644898262,New,Card
INV15954,2025-01-30,S10,P5365,Shoes,3,2322,20.0,1770.1640264833204,Returning,Card
INV15955,2024-02-12,S40,P4196,Clothing,4,637,0.0,395.7513711117446,New,Digital
INV15956,2024-03-06,S34,P4683,Shoes,1,2515,0.0,1721.8793519225494,Returning,Cash
INV15957,2024-09-12,S23,P8769,Clothing,4,565,0.0,350.972759717538,Returning,Digital
INV15958,2025-01-11,S25,P7758,Shoes,4,2172,,1466.4427842789023,New,Cash
INV15959,2025-06-06,S18,P2763,Clothing,2,2994,20.0,1997.6033882132851,Returning,Digital
INV15960,2024-11-06,S35,P1729,Clothing,4,1489,20.0,1083.527433393555,Returning,Digital
INV15961,2025-09-10,S21,P9663,Clothing,3,769,0.0,458.3230921950615,New,Digital
INV15962,2025-07-29,S05,P1863,Shoes,3,2268,10.0,1764.6754451491993,,Card
INV15963,2024-05-22,S43,P7446,Clothing,3,516,0.0,278.6829544646104,Returning,Cash
INV15964,2025-12-02,S01,P4264,Accessories,1,901,0.0,549.9365080756563,New,Cash
INV15965,2025-06-27,S07,P2972,Accessories,3,2515,30.0,1670.9839207490618,,Cash
INV15966,2025-05-07,S43,P1571,Shoes,3,1701,0.0,960.4961322783499,,Cash
INV15967,2024-11-25,S11,P1751,Shoes,4,1554,,1204.0869656094435,Returning,Card
INV15968,2024-10-26,S30,P1379,Shoes,2,1989,,1431.0612724022908,New,Digital
INV15969,2024-06-20,S27,P1884,Clothing,3,2620,0.0,1808.1351696171062,New,Cash
INV15970,2025-07-11,S22,P4863,Shoes,3,2043,20.0,1365.12589746406,,Cash
INV15971,2024-05-01,S03,P3445,Clothing,3,836,0.0,506.43885521065863,Returning,Cash
INV15972,2024-12-12,S08,P5808,Clothing,3,2047,0.0,1604.9266354870188,Returning,Digital
INV15973,2025-12-05,S26,P5346,Accessories,1,2002,,1519.5974495916178,New,Digital
INV15974,2025-02-23,S40,P3073,Accessories,1,1508,0.0,1038.2312551150465,New,Card
INV15975,2024-08-17,S46,P4899,Clothing,3,1559,,920.300130467516,,Digital
INV15976,2025-09-14,S09,P9394,Clothing,4,2186,10.0,1402.0930172233573,Returning,Card
INV15977,2024-11-29,S35,P4743,Clothing,3,1108,30.0,581.8261918583255,New,Cash
INV15978,2024-12-10,S09,P1089,Shoes,4,2476,0.0,1672.8668992634273,New,Card
INV15979,2024-04-18,S46,P7795,Accessories,1,2849,0.0,1958.2276925672884,Returning,Card
INV15980,2025-09-01,S39,P6132,Shoes,2,1115,,865.9807449797116,New,Cash
INV15981,2024-04-20,S44,P6080,Accessories,4,627,0.0,436.98880678136817,Returning,Digital
INV15982,2024-10-03,S39,P9713,Accessories,4,1192,,835.587963808518,New,Card
INV15983,2024-04-25,S19,P6500,Shoes,2,1802,10.0,1330.4889428656727,Returning,Digital
INV15984,2024-07-29,S40,P8542,Shoes,4,1662,,1295.5256585166471,New,Card
INV15985,2025-04-12,S42,P9004,Clothing,2,2267,10.0,1298.525759421639,New,Digital
INV15986,2024-02-02,S04,P3312,Accessories,1,1335,0.0,857.7209191321667,Returning,Digital
INV15987,2025-04-23,S06,P2408,Clothing,4,626,30.0,474.08451665329187,New,Card
INV15988,2024-10-28,S45,P3687,Shoes,3,1296,20.0,931.7872586969441,New,Cash
INV15989,2024-01-16,S25,P9371,Accessories,1,1180,10.0,671.8494058911164,New,Digital
INV15990,2025-12-29,S48,P5951,Shoes,3,1090,0.0,787.4711794492173,New,Card
INV15991,2025-07-27,S32,P1045,Shoes,2,1080,0.0,685.7677607925904,New,Cash
INV15992,2025-06-28,S27,P3627,Clothing,3,1848,20.0,1210.9869984069396,,Cash
INV15993,2024-03-01,S24,P8433,Shoes,2,1610,20.0,1023.0140869369535,Returning,Digital
INV15994,2025-02-26,S38,P2204,Shoes,4,2207,30.0,1517.4625222747547,,Digital
INV15995,2025-08-26,S43,P4088,Accessories,1,2303,20.0,1559.30170057694,New,Cash
INV15996,2024-02-28,S05,P9820,Clothing,3,2222,20.0,1461.6684205913214,New,Digital
INV15997,2025-08-21,S24,P1115,Clothing,3,2769,10.0,2108.9459798789717,Returning,Cash
INV15998,2025-06-27,S06,P8449,Shoes,3,1997,0.0,1167.1148428100669,New,Cash
INV15999,2024-09-06,S30,P2360,Clothing,4,805,10.0,562.8593168114662,Returning,Cash
INV16000,2025-08-12,S19,P3847,Shoes,4,882,,536.0815953677248,Returning,Digital
INV16001,2024-02-02,S29,P9045,Clothing,2,1743,10.0,1232.509481742762,New,Cash
INV16002,2025-05-05,S38,P6474,Accessories,1,593,0.0,339.13760409981705,Returning,Digital
INV16003,2025-10-19,S37,P3191,Shoes,1,2798,0.0,2184.8034471365454,,Digital
INV16004,2025-01-27,S21,P1245,Shoes,1,1959,0.0,1361.6502297665493,New,Digital
INV16005,2024-04-13,S42,P6203,Shoes,1,1242,0.0,778.7930027679333,New,Digital
INV16006,2025-06-10,S37,P4384,Accessories,1,1837,0.0,1171.9913870843347,Returning,Cash
INV16007,2025-04-14,S44,P6068,Shoes,4,905,,559.9762107802233,New,Cash
INV16008,2024-04-27,S37,P3289,Accessories,2,2869,0.0,1547.2965750848796,New,Cash
INV16009,2025-06-26,S15,P3257,Clothing,4,2389,0.0,1329.7994351447958,Returning,Digital
INV16010,2025-09-16,S07,P7692,Clothing,2,1162,0.0,686.3871207700105,New,Cash
INV16011,2024-04-12,S47,P5078,Shoes,4,628,0.0,338.2088220840641,New,Cash
INV16012,2025-10-10,S24,P6810,Accessories,4,1342,30.0,759.7129488032396,New,Digital
INV16013,2025-04-20,S40,P9030,Shoes,3,1234,0.0,857.7090883849294,New,Card
INV16014,2024-05-20,S37,P3283,Clothing,3,1195,0.0,790.9973372019319,Returning,Digital
INV16015,2024-09-18,S24,P8871,Clothing,4,2878,20.0,1727.771720789399,Returning,Cash
INV16016,2024-06-08,S12,P3519,Accessories,1,523,,296.839616921865,Returning,Digital
INV16017,2024-11-04,S39,P5331,Accessories,2,1585,20.0,868.1139652847576,Returning,Digital
INV16018,2024-11-13,S50,P8622,Shoes,2,1330,0.0,927.5921408489704,Returning,Digital
INV16019,2025-10-05,S10,P3339,Shoes,3,735,10.0,397.6620273191679,New,Cash
INV16020,2025-10-28,S19,P5060,Accessories,1,2149,30.0,1183.3421237400212,New,Cash
INV16021,2025-06-03,S48,P6840,Accessories,4,735,10.0,445.38840147713165,New,Cash
INV16022,2025-01-11,S27,P5142,Shoes,1,2882,0.0,1923.3995620072174,Returning,Card
INV16023,2025-02-02,S48,P4952,Accessories,2,1943,20.0,1536.7268966849294,Returning,Cash
INV16024,2025-06-17,S14,P2605,Clothing,3,1224,0.0,908.3640292384952,Returning,Cash
INV16025,2025-09-23,S19,P2338,Shoes,1,808,10.0,547.1324902566411,Returning,Cash
INV16026,2025-03-06,S07,P2316,Clothing,2,1104,,616.7969626013877,Returning,Cash
INV16027,2025-01-07,S14,P9352,Clothing,3,2678,0.0,1942.9516610906614,New,Cash
INV16028,2025-12-12,S24,P5076,Clothing,2,572,30.0,420.769979075771,Returning,Card
INV16029,2025-12-04,S47,P8356,Shoes,2,2912,20.0,2246.2278685627252,New,Digital
INV16030,2025-09-06,S07,P9842,Shoes,2,1199,0.0,667.2510888311061,New,Digital
INV16031,2025-08-31,S02,P8461,Accessories,1,2603,20.0,1900.5040381188753,New,Card
INV16032,2025-07-19,S34,P8155,Shoes,2,1702,,917.2511113360193,,Cash
INV16033,2024-04-01,S41,P8378,Shoes,3,1675,10.0,1090.8936618441585,New,Digital
INV16034,2025-07-24,S32,P7143,Shoes,2,2956,,2350.868977250903,,Cash
INV16035,2024-09-15,S37,P7050,Accessories,4,2699,20.0,2016.0338919047938,New,Digital
INV16036,2024-08-23,S36,P2043,Accessories,4,726,20.0,489.30026123917224,Returning,Card
INV16037,2025-03-10,S48,P8999,Accessories,3,2459,0.0,1586.0472173360242,,Cash
INV16038,2024-07-15,S01,P8838,Clothing,2,1345,0.0,843.7379059114483,,Card
INV16039,2025-12-15,S34,P1183,Shoes,2,2278,20.0,1640.6889305167322,New,Cash
INV16040,2025-03-27,S14,P3531,Clothing,2,1927,10.0,1028.7402346100191,New,Digital
INV16041,2024-01-26,S15,P1446,Clothing,4,1321,10.0,690.1001479566911,Returning,Card
INV16042,2024-01-07,S15,P7607,Accessories,2,536,0.0,394.2927357793574,New,Card
INV16043,2025-02-10,S40,P9445,Accessories,4,1706,10.0,1070.761778947939,,Card
INV16044,2024-11-08,S05,P2900,Clothing,4,1919,0.0,1204.5013052378267,,Card
INV16045,2025-11-24,S44,P6974,Accessories,4,2600,0.0,1866.32035992084,,Card
INV16046,2024-11-08,S06,P1694,Clothing,2,1149,0.0,911.0349343572385,Returning,Card
INV16047,2025-05-07,S22,P8004,Shoes,4,812,30.0,410.8413465333873,New,Card
INV16048,2025-09-21,S38,P2140,Clothing,2,612,10.0,315.10835606056617,New,Cash
INV16049,2025-10-10,S11,P9361,Clothing,3,2821,30.0,1770.1378483905853,New,Card
INV16050,2024-03-01,S09,P7151,Shoes,4,960,10.0,727.7328421291893,,Cash
INV16051,2024-11-19,S18,P4965,Shoes,3,1093,10.0,773.7582731684827,Returning,Card
INV16052,2024-11-18,S31,P2006,Clothing,1,2064,10.0,1222.043975232383,New,Digital
INV16053,2025-07-09,S26,P6408,Accessories,4,1248,20.0,669.4523763496151,New,Cash
INV16054,2025-11-05,S09,P7820,Clothing,1,2764,0.0,2130.7650070681084,New,Digital
INV16055,2024-05-26,S46,P2868,Shoes,3,1773,30.0,1362.319283326789,New,Card
INV16056,2024-09-24,S24,P9038,Clothing,2,2770,20.0,2141.60015986196,New,Card
INV16057,2024-11-03,S34,P7825,Shoes,2,2643,30.0,2093.888524857023,New,Card
INV16058,2025-12-02,S30,P4485,Shoes,2,915,0.0,578.6648833492178,New,Cash
INV16059,2024-09-06,S29,P8275,Clothing,3,1871,30.0,1014.008319891035,,Card
INV16060,2025-04-10,S30,P1932,Shoes,1,665,10.0,441.8150261902493,New,Digital
INV16061,2025-08-22,S32,P6602,Clothing,3,563,20.0,336.5951842448433,Returning,Card
INV16062,2025-05-21,S32,P8495,Accessories,1,2725,0.0,1834.7616241920773,New,Digital
INV16063,2024-11-13,S18,P3936,Shoes,3,1131,0.0,693.5804782504448,New,Digital
INV16064,2025-07-15,S10,P7448,Shoes,1,2068,10.0,1517.5887695864765,New,Cash
INV16065,2024-08-15,S38,P5511,Shoes,2,2937,0.0,2057.803138173489,Returning,Card
INV16066,2025-12-18,S32,P1647,Accessories,4,932,0.0,568.6088332044477,Returning,Cash
INV16067,2024-11-28,S27,P6835,Clothing,4,2131,10.0,1191.0157560773787,Returning,Cash
INV16068,2024-03-23,S32,P1499,Clothing,3,2402,10.0,1344.3642874894238,,Digital
INV16069,2024-01-28,S45,P5273,Shoes,1,2832,0.0,1932.0686969845326,Returning,Cash
INV16070,2025-12-25,S48,P5178,Accessories,4,629,,436.0851785903917,Returning,Card
INV16071,2024-05-26,S24,P6078,Clothing,4,1862,0.0,1372.2979092811834,New,Card
INV16072,2025-04-07,S12,P1319,Shoes,3,989,0.0,562.8805689599538,New,Card
INV16073,2024-11-01,S40,P3294,Clothing,4,1159,20.0,911.7778167845673,,Digital
INV16074,2024-06-12,S39,P7492,Clothing,4,2353,0.0,1602.5628084864336,Returning,Cash
INV16075,2024-02-22,S07,P4165,Shoes,2,2879,0.0,1830.3440020121664,Returning,Digital
INV16076,2024-09-18,S30,P8724,Accessories,2,976,0.0,593.77576267115,Returning,Digital
INV16077,2025-11-17,S21,P6330,Accessories,3,2615,30.0,1815.2960702184225,Returning,Cash
INV16078,2024-06-19,S26,P8248,Clothing,3,1931,20.0,1335.9644650060477,Returning,Card
INV16079,2025-04-13,S37,P4045,Accessories,3,796,0.0,402.0732787441847,Returning,Cash
INV16080,2025-11-19,S10,P1310,Shoes,1,2920,0.0,2166.0212730532794,Returning,Digital
INV16081,2025-06-27,S39,P3386,Clothing,3,1435,10.0,1077.116438410476,Returning,Digital
INV16082,2024-07-19,S06,P7346,Clothing,1,1189,0.0,874.6579900000248,Returning,Digital
INV16083,2025-02-22,S11,P6956,Clothing,1,1459,0.0,1062.9014534918686,Returning,Digital
INV16084,2024-04-19,S02,P3579,Accessories,1,899,10.0,599.5167532412848,New,Cash
INV16085,2025-01-06,S17,P5701,Accessories,2,1308,,668.8563466480169,Returning,Cash
INV16086,2024-05-18,S28,P1429,Shoes,1,2267,0.0,1334.680913510258,,Cash
INV16087,2024-12-23,S46,P3692,Clothing,2,1612,0.0,909.5279650451321,,Card
INV16088,2024-12-18,S25,P6381,Shoes,4,1970,30.0,1546.6049696493626,,Digital
INV16089,2025-10-20,S10,P7027,Accessories,2,2055,,1206.3307328386138,New,Digital
INV16090,2025-09-04,S38,P1075,Clothing,1,2500,10.0,1990.7447203521597,New,Digital
INV16091,2024-05-06,S04,P2190,Shoes,1,2046,30.0,1159.2360723742627,New,Digital
INV16092,2025-12-28,S33,P3922,Accessories,4,2465,,1446.3053203999514,New,Cash
INV16093,2025-10-16,S20,P4632,Clothing,1,702,,441.30845925437006,Returning,Card
INV16094,2024-01-15,S25,P2166,Clothing,1,1622,30.0,1259.7683568154034,Returning,Card
INV16095,2025-02-08,S43,P1980,Accessories,1,727,0.0,503.4530366095809,Returning,Digital
INV16096,2025-04-07,S29,P1140,Clothing,2,1335,20.0,857.772325982421,,Card
INV16097,2025-03-09,S20,P6293,Clothing,1,1439,0.0,746.7416358724224,Returning,Card
INV16098,2025-07-24,S03,P9869,Shoes,2,1327,10.0,737.3771082251207,Returning,Card
INV16099,2025-12-30,S03,P9311,Accessories,1,1319,,893.3851682054468,New,Digital
INV16100,2024-10-14,S04,P6018,Accessories,4,1948,,1110.2585269880785,New,Cash
INV16101,2025-11-11,S15,P6651,Shoes,1,915,10.0,627.7982452753394,Returning,Card
INV16102,2025-07-29,S29,P4596,Clothing,4,2550,20.0,1361.2751296866375,Returning,Digital
INV16103,2024-07-09,S15,P4396,Clothing,3,1208,0.0,640.6857394664177,New,Cash
INV16104,2025-11-28,S09,P2267,Shoes,4,2590,20.0,1594.7112015421385,Returning,Cash
INV16105,2025-07-13,S16,P2826,Clothing,1,2241,0.0,1589.4670848495884,Returning,Digital
INV16106,2024-01-28,S35,P4958,Clothing,2,1997,0.0,1418.4879108660473,Returning,Card
INV16107,2025-02-27,S23,P4679,Accessories,1,2167,0.0,1457.5117162895313,Returning,Digital
INV16108,2024-01-17,S27,P1705,Clothing,1,513,30.0,386.9567852708945,,Digital
INV16109,2024-01-08,S31,P6148,Accessories,1,2714,20.0,1597.9967609123885,,Digital
INV16110,2025-01-08,S29,P4493,Clothing,4,1514,,915.912092456367,New,Digital
INV16111,2024-06-26,S15,P8326,Shoes,4,2741,0.0,1588.1441033879764,Returning,Cash
INV16112,2025-04-06,S31,P9072,Clothing,2,2669,0.0,1599.9758301656739,New,Card
INV16113,2024-02-24,S05,P7014,Accessories,1,2660,10.0,1411.3625603817609,New,Digital
INV16114,2025-09-04,S26,P1908,Clothing,3,1304,20.0,781.6415074174542,New,Card
INV16115,2024-04-14,S37,P2080,Accessories,3,1404,0.0,867.2227242269669,Returning,Card
INV16116,2025-02-17,S26,P3020,Clothing,2,2549,30.0,1768.938618160216,,Card
INV16117,2024-06-27,S32,P4974,Shoes,2,1529,0.0,1066.4655111043796,Returning,Card
INV16118,2025-05-31,S48,P3729,Clothing,1,1065,0.0,626.4067188969177,New,Card
INV16119,2024-07-10,S28,P5815,Clothing,2,1425,0.0,830.0068124348782,Returning,Cash
INV16120,2025-10-03,S45,P9786,Accessories,4,2009,0.0,1487.6235726103428,Returning,Digital
INV16121,2024-01-15,S47,P5522,Clothing,4,2052,0.0,1400.4376806607402,,Cash
INV16122,2024-05-12,S15,P6986,Shoes,2,970,10.0,756.9458842679126,New,Cash
INV16123,2024-07-18,S13,P8254,Shoes,1,591,0.0,469.04837116180397,Returning,Digital
INV16124,2024-02-12,S41,P1657,Clothing,4,2725,0.0,1829.0206512556194,Returning,Cash
INV16125,2024-06-12,S29,P7493,Clothing,1,1732,0.0,986.1820898385748,Returning,Cash
INV16126,2025-12-04,S05,P9985,Accessories,2,2826,20.0,1528.8623249576124,,Cash
INV16127,2024-09-25,S36,P3599,Shoes,3,1559,0.0,1006.5827117111737,Returning,Card
INV16128,2025-09-19,S25,P1699,Shoes,3,619,30.0,449.6521128439945,Returning,Digital
INV16129,2024-05-06,S47,P3656,Clothing,1,626,10.0,494.0244073016714,Returning,Card
INV16130,2025-01-07,S03,P7964,Shoes,1,1117,20.0,717.2400679523346,New,Cash
INV16131,2025-04-21,S29,P8013,Shoes,1,927,30.0,694.7796145616468,New,Digital
INV16132,2024-12-08,S22,P9200,Clothing,4,1951,0.0,1409.9168678258306,,Cash
